"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TAMALIN",1308.30879246468,-0.591472760906038,0.308959125000571,0,1,1
"RAVER1",1108.01609958736,-0.202969879148703,0.234609002022463,0,1,1
"KRT84",27.5549956603387,-0.679912094118716,0.355862849771301,0,1,1
"KRT82",27.4494166291018,0.159861656022718,0.411415368817946,0,1,1
"SYCE2",109.427605264465,0.109870996591762,0.147657614405515,0,1,1
"SPC24",2717.29609991988,0.0511537978058468,0.301388257021998,0,1,1
"IP6K3",167.91693482688,0.193962284937257,0.424555358531555,0,1,1
"LEMD2",3576.47188720369,-0.155269559549477,0.0707999709668998,0,1,1
"ALOX15",43.6783897079999,-0.118257156128909,0.325823009443205,0,1,1
"TREML1",32.5692977344938,-0.472920648388498,0.239055357995731,0,1,1
"ADCY10P1",512.38354025599,-0.0790998459243522,0.15909530140736,0,1,1
"ZNF653",490.272600555742,0.149245478446639,0.136575217152532,0,1,1
"MED11",638.883649554805,0.200028822430694,0.105725301206242,0,1,1
"CXCL16",1507.66610927167,-0.195034598791829,0.170614853166368,0,1,1
"SCIMP",116.542780663966,-0.138688391149401,0.268645290242601,0,1,1
"BCL6B",421.820666632325,-0.470460099124727,0.207606570725501,0,1,1
"ASGR2",44.4867868480066,0.183911478954504,0.259265756158103,0,1,1
"TNFSF13",337.93988703813,-0.489140226487405,0.210785718618622,0,1,1
"SENP3",920.975121890719,-0.278115078145582,0.167190539777916,0,1,1
"FGF11",18.7464630238754,0.585314308786137,0.372635629782402,0,1,1
"EIF4A1",100.355698320995,-0.284088433677579,0.248169914918102,0,1,1
"RPL26",3919.3372346544,0.0599879240175174,0.230072034503268,0,1,1
"CCDC42",16.2785570440551,-0.210177497637151,0.189295587809891,0,1,1
"POLR3K",1156.98334074837,-0.0606997684849649,0.120848503474379,0,1,1
"SNRNP25",2353.85857926289,0.0920605647018995,0.176156788641038,0,1,1
"WDR90",1905.05125127877,-0.177467852856393,0.0951825739987869,0,1,1
"JMJD8",570.365932478382,-0.2995612026329,0.118433353796337,0,1,1
"CCDC78",541.423726468221,0.0417737304657395,0.276378919107109,0,1,1
"SSTR5",8.7841640099108,-0.11351762785761,0.686461193632526,0,1,1
"SPSB3",49.6217516401381,-0.423659091558183,0.268307017394024,0,1,1
"MEIOB",151.112780042163,0.211359459888042,0.302560019436734,0,1,1
"HS3ST6",366.125644199127,-0.0299389670076928,0.367288206817224,0,1,1
"TEDC2",693.359265896475,-0.116763314983472,0.2238664997468,0,1,1
"CCNF",2193.89002033433,-0.0853813700635056,0.188678258492251,0,1,1
"TBC1D24",974.177398310363,-0.320140290612914,0.181135623628299,0,1,1
"AMDHD2",917.128101293495,-0.14183658198253,0.156395189497386,0,1,1
"NTN3",16.9133591615065,-0.252129994754486,0.274366387200141,0,1,1
"BICDL2",170.1762065319,-1.92024864441114,0.490923929723407,-1.87452391031259,0.0608582496433476,1
"PAQR4",445.330973318121,-0.363882096932031,0.197031223416042,0,1,1
"FLYWCH2",1705.71044878163,0.082224477191243,0.130041815576455,0,1,1
"ZG16B",184.997013125369,-1.82908295482837,0.403047340521646,-2.05703616293642,0.0396827474361149,1
"ZNF75A",1376.28455676855,0.072456650535599,0.0657387020115897,0,1,1
"ADCY9",1391.48147297281,0.0168538301004757,0.179384031093506,0,1,1
"SHANK2",221.509362216061,-0.697269467299963,0.351071828545922,0,1,1
"CLPB",1114.72086296675,0.106148687950693,0.102858287761654,0,1,1
"NEU3",1187.49502792286,0.0944271955236833,0.103482164976293,0,1,1
"CYB561A3",1467.87704715365,-0.185939612731255,0.106608523180602,0,1,1
"PPP1R32",193.213333623221,0.197053717702082,0.140575047144232,0,1,1
"ASRGL1",369.545254788428,-0.0700160407235328,0.211956078096522,0,1,1
"UBXN1",12241.2162252684,0.0656549701854908,0.14217606740636,0,1,1
"LBHD1",150.781630994836,-0.0810696535409264,0.149283604805974,0,1,1
"TTC9C",1026.23314639684,-0.0617455487956487,0.061152787895285,0,1,1
"TAF6L",632.091256319156,0.0563504841098539,0.0840843974180021,0,1,1
"NXF1",7354.19122102222,0.127299758474159,0.0698075698803119,0,1,1
"STX5",3112.1287205382,0.0443026262881432,0.127559234750061,0,1,1
"SLC25A45",1176.30404847145,0.0874218988904882,0.104081305629554,0,1,1
"RPL29",50316.295025485,0.173492090852585,0.172990126948052,0,1,1
"ITIH3",58.9813616717468,-0.0391169860796576,0.264434134501647,0,1,1
"SYVN1",2821.73601970216,-0.208764212851749,0.091389669667986,0,1,1
"ZFPL1",199.62369036719,-0.0928028634218744,0.0731491414602079,0,1,1
"RPS6KA4",2603.39177998575,-0.053021093785677,0.12421115952554,0,1,1
"LRP5",4550.07819126408,-0.682991662255565,0.175007130298512,0,1,1
"TPCN2",293.32856659472,-0.137624984307165,0.0777959096375456,0,1,1
"PDZK1IP1",57.0845060997726,-0.826991174423791,0.517391649845608,0,1,1
"TAL1",65.5452451199098,-0.121528786015673,0.196715736638132,0,1,1
"CMPK1",4796.86565411155,-0.0408639518456186,0.0833714045273553,0,1,1
"BEND5",3376.82756779941,0.599057748534239,0.209488648645855,0,1,1
"ELAVL4",31.7870044399404,-0.209023633460395,0.22176520888989,0,1,1
"COA7",649.792183410462,0.0401489165554178,0.119149345035457,0,1,1
"ZYG11B",1327.00655230054,-0.129984903396623,0.0861405504388142,0,1,1
"SLC1A7",23.1260246278389,-0.616052926630665,0.307113233191255,0,1,1
"CZIB",2704.82412074283,-0.000988511624564942,0.0945680693163012,0,1,1
"MAGOH",3086.47326960967,0.0744047654401736,0.11222229714441,0,1,1
"ACOT11",170.234520030335,1.06664874662631,0.321764479921551,0.207135189821329,0.835904280497633,1
"FAM151A",14.4880908746551,0.516084841863837,0.341766688250796,0,1,1
"PARS2",350.970786738745,-0.00296263059631453,0.0758389184903398,0,1,1
"LEXM",8.15922633449243,0.862754996970288,0.299256872897166,0,1,1
"BSND",6.42232065842621,-1.1747183165459,0.564899169128314,-0.309291155119786,0.757100058550098,1
"USP24",3469.30882349527,-0.0921646027448004,0.0795787724005426,0,1,1
"PLPP3",2875.56909503858,0.477845429994114,0.206897581156715,0,1,1
"NOL9",1826.79475869259,0.0108884817864684,0.0563474832716931,0,1,1
"PRKAA2",457.618411871437,-0.259350776935512,0.282432603544824,0,1,1
"KLHL21",3743.38252239529,-0.348090096658704,0.158081343053922,0,1,1
"ZSWIM5",494.758448043996,-0.60008522269712,0.297384374337488,0,1,1
"GMEB1",1779.59033955604,-0.106317242266297,0.103518177176548,0,1,1
"SLC45A1",71.7739425460291,-0.463402109093334,0.258754553102841,0,1,1
"SELENON",2798.19158079368,-0.0625286132507883,0.142457293444204,0,1,1
"AK4",2131.6416235944,-0.193694694708482,0.235239672135882,0,1,1
"JAK1",9110.39190197512,-0.193152330729095,0.0940009307647287,0,1,1
"RAVER2",1677.53157799229,-0.284133431264876,0.14992155919587,0,1,1
"CTRC",8.99230933266118,0.0941892415362975,0.271013818896607,0,1,1
"LZIC",2897.8662652273,-0.0785888690556124,0.0513462917899008,0,1,1
"RBP7",653.086372206212,0.239161148540873,0.237201529983021,0,1,1
"FBLIM1",1133.52740644349,0.133648719765393,0.234600711586351,0,1,1
"SLC25A34",114.964185056707,0.287094867835666,0.17467542953904,0,1,1
"AKR7A3",80.3932694960184,-0.0994830937727235,0.187285880891577,0,1,1
"DRAXIN",41.0223709737343,0.188748498904493,0.161540057627137,0,1,1
"PDPN",916.095742551349,1.13340869769242,0.240581502849683,0.554525996854294,0.579218919129503,1
"LRRC38",204.801924446487,-0.0843314592309169,0.441114321247348,0,1,1
"DHRS3",3100.09482937567,-0.594663950684001,0.204326191635169,0,1,1
"MATN1",17.5895694832078,0.258711059705742,0.157269849777266,0,1,1
"LAPTM5",9295.55906104781,0.381276164966533,0.194924396149896,0,1,1
"SDC3",3380.51532591622,-0.0800001412976562,0.208200283349316,0,1,1
"PEF1",6118.22772838722,0.084815155352643,0.109742028879866,0,1,1
"SYNC",82.2266305254726,-0.141390984045675,0.343407710630866,0,1,1
"RBBP4",6256.43399174843,-0.244893972674092,0.156345528821489,0,1,1
"KIAA1522",5203.78135960516,-0.356111801360626,0.178200015970568,0,1,1
"TSSK3",7.72175086961887,0.0184839241754598,0.349623619902863,0,1,1
"TMCO4",1441.11053188276,0.547785485334066,0.148431111711741,0,1,1
"UBXN10",59.152509142357,-0.106598247726544,0.281251080328185,0,1,1
"CAMK2N1",124.409181137851,-0.838428485971448,0.303382477952096,0,1,1
"ALPL",518.761078204324,-0.660412242210446,0.24614859072368,0,1,1
"WNT4",1114.96445438425,0.644566301586591,0.291898344531436,0,1,1
"TTLL10",23.6043851940185,0.227122454537935,0.20464549546423,0,1,1
"SCNN1D",475.989323502943,0.603595853754006,0.145134060524144,0,1,1
"MXRA8",3569.29630873777,-1.07397017499455,0.355236139394922,-0.208228180614007,0.83505080586281,1
"FAAP20",4497.05575639776,0.553421597972046,0.204965359577747,0,1,1
"MEGF6",2833.69546249845,-0.950118816387532,0.220754147046686,0,1,1
"CCDC27",40.8900387621259,-0.993563319968342,0.425906791544147,0,1,1
"IL23R",5.05767135351417,0.31813935631165,0.315093260093934,0,1,1
"DIRAS3",141.282733551384,1.31499149243842,0.369942870825438,0.851459826041779,0.394513970722866,1
"C1orf87",0.818299536755604,-0.441346920036134,0.709257604952737,0,1,1
"NFIA",3822.34309744795,0.26004368743863,0.156294788485634,0,1,1
"OMA1",621.452569007033,0.221498158243107,0.0823063667518393,0,1,1
"MYSM1",1029.72540425598,-0.0870380721052838,0.188323736791279,0,1,1
"TM2D1",1161.69900320802,-0.404718540395491,0.0985801715125053,0,1,1
"USP1",3237.14493809888,-0.101814556438143,0.127903879267902,0,1,1
"FUBP1",6622.96955877751,-0.234700586206799,0.0919086596433251,0,1,1
"NEXN",166.673106413564,-0.268128818758862,0.200623361301509,0,1,1
"DNAJB4",1381.07742548846,-0.68446536518973,0.22950004783149,0,1,1
"ADGRL4",433.130813719267,-0.27205218810483,0.166054706202172,0,1,1
"LRRIQ3",54.106079567859,-0.000606087770632349,0.147498439444063,0,1,1
"LRRC53",40.569267132943,1.98249126657228,0.813823915574555,1.20725288083805,0.227334770880364,1
"TYW3",1235.49683144303,-0.199903073815355,0.0958382995894632,0,1,1
"SNX7",683.02956939117,0.130906749719993,0.204488655920114,0,1,1
"B3GALT2",20.002612699388,1.04509210179894,0.293676926830409,0.153543222770704,0.877969907548449,1
"NTNG1",66.4213935271337,-0.148073469169687,0.343484490869191,0,1,1
"FAM102B",1009.47694357606,0.565993631400774,0.147899449573729,0,1,1
"HENMT1",1219.27255577057,0.056626684012912,0.163719102445588,0,1,1
"AKNAD1",11.7688418257384,-0.331640046217047,0.279947115346619,0,1,1
"C1orf52",1069.07513183429,-0.103290106941082,0.061342870629919,0,1,1
"DNAI3",51.1376634488654,1.48195028247466,0.308710709249348,1.561171245554,0.11848335154636,1
"GBP2",1650.64750056276,0.337661324788883,0.237702627726789,0,1,1
"ATXN7L2",642.289741438933,0.135375759212171,0.109400594358838,0,1,1
"GBP4",1518.33063464504,-0.459458211248029,0.267571419392082,0,1,1
"ZNF326",1621.28979186006,-0.0737635835103174,0.0877475586561676,0,1,1
"HFM1",42.167456927419,0.588287525257734,0.304440434111529,0,1,1
"GFI1",2296.77060070879,-0.0844521355340146,0.326910274120879,0,1,1
"KCNT2",50.0663403467431,-1.17165733503356,0.380333740575243,-0.451333438821216,0.651749247974477,1
"AGL",1147.69824551665,-0.00661709002109358,0.0975492598199047,0,1,1
"VCAM1",2283.5355597723,0.0586031497329625,0.295967154396586,0,1,1
"EXTL2",757.495612015132,-0.298768930017234,0.123086779453719,0,1,1
"SLC30A7",1294.58236105098,-0.202609318404826,0.0743819383214609,0,1,1
"ZNF281",1016.93372831683,-0.12864015503994,0.11048943786022,0,1,1
"ARPC5",11668.2909662061,-0.0681043812504353,0.0991686952374963,0,1,1
"CADM3",38.4730321449694,-0.927204711888273,0.43020508122484,0,1,1
"NLRP3",152.850317996092,-0.26771290477086,0.209600887310265,0,1,1
"ZNF496",4064.42955622458,0.0891836523307994,0.100092556046913,0,1,1
"TRIM58",295.37820558996,-0.39977326913809,0.289099234702518,0,1,1
"KCNJ9",7.6081339927864,0.838606790148538,0.276531735189837,0,1,1
"IGSF8",2713.14559076272,0.151493722009779,0.0857457747987228,0,1,1
"DDR2",301.972224390941,-1.06209727448672,0.328125094763411,-0.18924878187537,0.849897835981211,1
"PEA15",5629.90064543166,0.159057527621549,0.157578068153886,0,1,1
"PEX19",2868.49991263167,0.0990927177765955,0.0785697824033353,0,1,1
"NCSTN",5610.10040248542,-0.370646486586115,0.138830727861717,0,1,1
"VANGL2",2657.02913735981,-0.281676912194444,0.182594204131876,0,1,1
"SLAMF6",696.036305553208,0.216817483012701,0.219823916149012,0,1,1
"OLFML2B",763.641911234715,-0.689844420388816,0.296317564567435,0,1,1
"FCRLB",30.7927842555257,-0.604089416970205,0.241072682266897,0,1,1
"FCGR3B",13.4804433027119,-0.326631147265578,0.356389913300671,0,1,1
"KLHDC9",429.768809967115,0.0145704109734165,0.194891085764126,0,1,1
"C1orf74",357.063434071584,-0.106145159806417,0.151178141364918,0,1,1
"FLVCR1",1248.26604442629,0.495178548700731,0.158706353845817,0,1,1
"ATF3",1144.33728303365,-0.211997545610647,0.354123722718497,0,1,1
"RBM15",852.434147446067,0.0241704545829637,0.0917730884100346,0,1,1
"DENND2D",2881.98629563598,0.170242318466164,0.127306577484736,0,1,1
"AXDND1",12.3073948812654,0.541431101017888,0.229429875105529,0,1,1
"TDRD5",209.016388334161,-1.30445863319371,0.397649648105855,-0.765645423412166,0.443887309077704,1
"IER5",2079.31093586917,0.0627905945842552,0.0950545236818435,0,1,1
"SNED1",1590.00734094668,-1.7081834365868,0.39996489921552,-1.77061396631507,0.0766249178650328,1
"BPNT1",1818.22200861754,0.018518869527161,0.122769944631869,0,1,1
"SPATA17",91.4465815689173,-1.35722827019923,0.276179384915443,-1.29346464548251,0.195850404222602,1
"C1orf115",691.791201053819,-0.675151194582862,0.232697901203176,0,1,1
"BROX",2128.8748965848,0.0727785538803352,0.0858995941265653,0,1,1
"NBPF20",2090.88652841395,-0.471717291595017,0.396303164642345,0,1,1
"ACP6",1170.93106134558,0.410724919640959,0.100330910210946,0,1,1
"WDR64",8.57532256606242,0.149269134282597,0.196418274546352,0,1,1
"KIF26B",1347.81422546387,0.333613798226385,0.303007522871824,0,1,1
"TFB2M",780.65899154839,0.0523867048578791,0.124283742341407,0,1,1
"CNST",1458.92750211597,0.135367490624511,0.0832472672152343,0,1,1
"PPP1R21",1783.70790448982,0.213874654770681,0.0900380416742409,0,1,1
"PM20D1",17.8980701409543,-0.349839211275497,0.317849513047665,0,1,1
"PKDCC",4085.9569775726,-0.492118136716361,0.259839065150505,0,1,1
"OXER1",349.892656240602,0.305219397552272,0.213804819864531,0,1,1
"HAAO",841.929130787824,0.360837341656281,0.216635833587156,0,1,1
"B3GALNT2",1130.47481935637,0.587693203266028,0.11835280759525,0,1,1
"C1orf147",11.4922686607292,-0.166087877806285,0.207763302464814,0,1,1
"MAPKAPK2",8345.91378144516,-0.057798595507115,0.117245441142748,0,1,1
"IL24",42.9375933133697,0.343692439477036,0.252602146197141,0,1,1
"FCMR",1967.82138027044,0.163299029576576,0.260328503556196,0,1,1
"FCAMR",11.1504793075313,-0.738083328137096,0.411708887270674,0,1,1
"CAPN2",11217.5772481922,-0.263003058289302,0.177343971999667,0,1,1
"MRPL55",3201.43674996279,0.396825918939183,0.199791268104056,0,1,1
"OBSCN-AS1",111.281317746005,0.230825597679179,0.168781204021018,0,1,1
"WDR26",5415.2009402173,0.192314167965716,0.106112916455501,0,1,1
"REL",198.13598649016,-0.447183489408131,0.208865525818903,0,1,1
"PUS10",437.13075967141,-0.0493159059683762,0.0640894530956633,0,1,1
"PEX13",1085.72621316351,-0.0680009689228944,0.0916678090026538,0,1,1
"KIAA1841",355.408192627387,0.099357799482045,0.0729595649816106,0,1,1
"TRIM17",43.7309039404863,-0.346499994013077,0.195784056821707,0,1,1
"RFTN2",99.5500777997102,-0.541194774972369,0.216768459583022,0,1,1
"DISC1",302.390659679159,-0.189994555210724,0.147875917565759,0,1,1
"MEMO1",106.700502812743,0.00611075723163106,0.10497917946035,0,1,1
"DPY30",1844.92809943231,0.0347544132909563,0.0892390279282843,0,1,1
"TYW5",469.424231064033,-0.0578039657766748,0.0744406411799854,0,1,1
"MAIP1",618.711782770548,-0.0663942400303776,0.0757595781841734,0,1,1
"KCNF1",89.0780457642196,1.67775934872072,0.433608958277353,1.56306583566292,0.118037110402117,1
"SLC66A3",780.186863141908,-0.459810986901335,0.123073515339903,0,1,1
"ARL5A",1287.90085056397,-0.450612553732527,0.115110627326929,0,1,1
"LRATD1",697.418296314159,-0.473536762449382,0.346684835826034,0,1,1
"NEUROD1",2.12843233344613,-1.8477350145227,0.724868075053149,-1.16950248424244,0.242201240932944,1
"CLHC1",372.883539159099,-0.0831193482490686,0.10908092891644,0,1,1
"PRORSD1P",115.777833359148,-0.228234411808971,0.107402429276759,0,1,1
"FRZB",3014.69548013312,-0.501124705760481,0.413895213952597,0,1,1
"DUSP19",275.246845936094,-0.276817298577695,0.142637247690758,0,1,1
"CFAP36",1700.98321260804,-0.0901216532050374,0.0833061466232269,0,1,1
"NUP35",649.482738505813,-0.0381568653556961,0.0663254467401548,0,1,1
"CCDC138",485.905734806355,-0.0138906842647104,0.16938907010153,0,1,1
"FBXO41",815.780532191684,0.0845670455560569,0.152059699139273,0,1,1
"ALMS1P1",57.1103399437612,1.06664940506745,0.229633820166684,0.290242112503579,0.771631020985686,1
"ACTG2",126.780838593207,0.340071409284426,0.317175209953466,0,1,1
"WDCP",807.875150974718,-0.0137514220621224,0.0852657147475258,0,1,1
"SMC6",1336.25545511228,0.0233040309089247,0.0936818122970757,0,1,1
"VSNL1",55.2114760274366,-1.12365642668834,0.422564307018505,-0.292633392443454,0.769802387040902,1
"CCDC74A",1844.84792734994,0.679590615673942,0.245501677837561,0,1,1
"H3-3A",2309.1203931583,-0.00291398640538676,0.132762811945007,0,1,1
"ANKRD30BL",7.77043312816674,-0.498888440829933,0.388261376343336,0,1,1
"COQ8A",21.9552604640026,0.374195033614049,0.198499770079078,0,1,1
"SLC16A14",431.375035368775,1.28393996454276,0.19010875868456,1.49356592777447,0.135289110535992,1
"TEKT4",10.6900677527325,0.00239770853461481,0.337443594972992,0,1,1
"EN1",8.84850664364035,-0.566022029396838,0.581870925638426,0,1,1
"SGCB",1818.87151373215,-0.415784151678348,0.188785047985691,0,1,1
"SPATA18",995.221580311609,0.182932787927776,0.181129288929993,0,1,1
"NOSTRIN",221.506183840845,0.0744826582262442,0.125015567699715,0,1,1
"CFAP221",39.8454098230609,-0.416824046382663,0.348787627907099,0,1,1
"SGPP2",2671.35112050723,0.157506912872314,0.249608085343541,0,1,1
"INHBB",188.510937203447,-0.292745097985772,0.289942216023164,0,1,1
"BBS5",332.685359361328,0.08352469472893,0.131801590779664,0,1,1
"SMARCAD1",1598.60724292388,-0.136738259261685,0.145276361776681,0,1,1
"HPGDS",125.460304003679,-0.440367672982288,0.218245004269156,0,1,1
"PDLIM5",1929.71536287668,-0.392891859004854,0.19810752849625,0,1,1
"STPG2",34.9446169416063,-1.47976025609019,0.33411767872017,-1.4359020388502,0.15103021826327,1
"NEURL3",439.590348466171,-0.353204239555192,0.383240641382748,0,1,1
"RPRD2",3546.10880828946,0.298162390509349,0.107867710227181,0,1,1
"ANKRD23",150.990852616423,0.652221864456532,0.180126483489564,0,1,1
"CTSS",3228.71808414134,-0.070714279617998,0.179879387082461,0,1,1
"MSX1",77.474710633699,0.152962755864071,0.229900243260849,0,1,1
"PACRGL",492.877449487735,-0.246965177962848,0.0936922729097321,0,1,1
"BNIPL",79.9566117471982,0.0575108325024381,0.217017473762028,0,1,1
"C1QTNF7",14.4929867875497,0.435251705210572,0.350560351526544,0,1,1
"TNFAIP8L2",1130.62781450691,0.375261729452395,0.22418672074732,0,1,1
"LYSMD1",630.13037405934,-0.103071244508552,0.0922403130177652,0,1,1
"SCNM1",2710.89365014687,0.286782565952352,0.155985028128612,0,1,1
"TMOD4",49.2607767012415,0.593529116550982,0.134625734607256,0,1,1
"VPS72",2885.15770610761,0.0878744619121538,0.0970273800746583,0,1,1
"ERCC3",3163.49834014927,0.0108535672120666,0.0544891855122588,0,1,1
"RNF149",3004.26112211317,-0.0460048231620713,0.0869251885544763,0,1,1
"IWS1",3041.32220968999,-0.0685144510207749,0.0698960714506944,0,1,1
"BOLA3",284.851787747239,0.274166180873164,0.120128725723949,0,1,1
"CDC42EP3",2059.78075965746,-0.30906847352874,0.140123485734615,0,1,1
"S100A11",17095.9939854236,0.284870897122804,0.166292637057355,0,1,1
"IVL",5.50036294444184,-1.21760385821942,0.877398498909628,-0.248010292347031,0.804126443402917,1
"DHX57",1236.43228566435,-0.0391537871001942,0.0470784202180303,0,1,1
"SPRR2D",1.87517973500024,0.0759904166945528,0.915058933703338,0,1,1
"BMP10",10.040659546755,-0.270285432988358,0.416508907558135,0,1,1
"PGLYRP4",11.6714800971803,-0.368893203180601,0.580851212626469,0,1,1
"ARHGAP25",1775.70449002356,0.132269645660895,0.1327239730103,0,1,1
